date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,5ema,10ema,22ema
2023-12-05,6904,518000,81718500,149.5,178.0,142.0,171.0,90.0,457,,,
2023-12-06,6904,305000,50045500,168.0,171.0,159.0,159.5,-11.5,235,,,
2023-12-07,6904,225000,37512500,159.5,176.0,157.5,166.0,6.5,202,,,
2023-12-08,6904,169000,27173000,163.0,167.5,158.0,159.0,-7.0,138,,,
2023-12-11,6904,142000,21776000,155.0,155.5,152.0,153.0,-6.0,104,161.7,,
2023-12-12,6904,50000,7732500,153.0,156.5,153.0,155.0,2.0,44,159.46666666666667,,
2023-12-13,6904,29000,4476500,154.0,156.5,153.5,155.0,0.0,22,157.9777777777778,,
2023-12-14,6904,48000,7476500,156.0,157.0,155.0,156.0,1.0,30,157.31851851851852,,
2023-12-15,6904,33000,5192500,156.5,159.0,156.5,156.5,0.5,32,157.0456790123457,,
2023-12-18,6904,55000,8585500,156.0,158.0,155.5,156.0,-0.5,32,156.6971193415638,158.7,
2023-12-19,6904,60000,9478500,158.0,160.0,155.5,158.5,2.5,32,157.29807956104253,158.66363636363636,
2023-12-20,6904,24000,3790000,159.0,160.0,156.5,158.0,-0.5,19,157.53205304069502,158.54297520661157,
2023-12-21,6904,39000,6093500,156.0,157.0,155.5,157.0,-1.0,24,157.35470202713,158.26243425995492,
2023-12-22,6904,25000,3917000,157.0,157.0,156.0,156.5,-0.5,17,157.06980135142,157.94199166723584,
2023-12-25,6904,3000,471500,158.5,158.5,156.5,156.5,0.0,3,156.87986756761333,157.67981136410205,
2023-12-26,6904,17000,2664000,157.0,157.0,155.5,157.0,0.5,15,156.91991171174223,157.5562092979017,
2023-12-27,6904,17000,2667000,157.0,157.0,156.5,156.5,-0.5,12,156.7799411411615,157.36417124373776,
2023-12-28,6904,11000,1739000,158.0,158.5,158.0,158.0,1.5,11,157.18662742744098,157.47977647214907,
2023-12-29,6904,9000,1416500,158.0,158.0,156.5,156.5,-1.5,9,156.957751618294,157.3016352953947,
2024-01-02,6904,15000,2314500,159.5,159.5,150.0,155.0,-1.5,13,156.30516774552933,156.8831561507775,
2024-01-03,6904,4000,620000,155.0,155.0,155.0,155.0,0.0,4,155.8701118303529,156.5407641233634,
2024-01-04,6904,7000,1084500,155.0,155.0,154.5,155.0,0.0,7,155.5800745535686,156.2606251918428,157.5681818181818
2024-01-05,6904,10000,1550000,155.0,155.0,155.0,155.0,0.0,9,155.38671636904573,156.03142061150774,157.34486166007903
2024-01-08,6904,5000,780000,156.0,157.0,155.0,155.0,0.0,5,155.25781091269715,155.84388959123362,157.14096064615913
2024-01-09,6904,10000,1548000,155.0,155.0,154.0,155.0,0.0,9,155.1718739417981,155.69045512010024,156.95479015518876
