date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,5ema,10ema,22ema
2023-12-05,6742,3020480,182829145,60.0,63.5,58.0,60.1,0.0,2041,,,
2023-12-06,6742,1474075,86767574,59.6,60.0,58.0,58.6,-1.5,1168,,,
2023-12-07,6742,509243,30051735,58.7,59.4,58.7,59.1,0.5,464,,,
2023-12-08,6742,692106,41112828,59.5,60.3,59.0,59.5,0.4,450,,,
2023-12-11,6742,667394,38900802,59.7,59.7,57.9,58.0,-1.5,489,59.06,,
2023-12-12,6742,318425,18519875,58.3,58.8,57.9,58.1,0.1,239,58.74,,
2023-12-13,6742,615178,35221284,58.0,58.2,56.2,57.0,-1.1,454,58.160000000000004,,
2023-12-14,6742,371063,20952378,57.2,57.3,56.1,56.5,-0.5,311,57.60666666666667,,
2023-12-15,6742,1115046,68218715,56.5,62.1,56.2,62.1,5.6,789,59.10444444444445,,
2023-12-18,6742,2039482,134377990,62.5,68.0,61.0,66.8,4.7,1519,61.66962962962963,59.58,
2023-12-19,6742,1003149,66053919,64.5,67.3,64.2,65.6,-1.2,811,62.979753086419755,60.67454545454545,
2023-12-20,6742,346926,22736041,65.6,66.9,65.0,65.5,-0.1,339,63.8198353909465,61.55190082644628,
2023-12-21,6742,367741,23699348,66.5,66.5,63.6,63.7,-1.8,322,63.779890260631,61.94246431254695,
2023-12-22,6742,525398,32861484,62.7,63.9,62.0,62.0,-1.7,434,63.18659350708733,61.95292534662933,
2023-12-25,6742,322403,20250741,62.5,64.1,61.8,63.0,1.0,250,63.124395671391554,62.14330255633309,
2023-12-26,6742,194488,12171980,63.2,63.2,62.3,62.4,-0.6,174,62.88293044759437,62.18997481881798,
2023-12-27,6742,239669,15189070,62.4,64.4,62.4,62.8,0.4,204,62.85528696506291,62.3008884881238,
2023-12-28,6742,207413,13051089,63.1,63.2,62.4,63.1,0.3,145,62.93685797670861,62.44618149028311,
2023-12-29,6742,203353,12827220,63.1,63.5,62.7,63.0,-0.1,136,62.95790531780574,62.54687576477709,
2024-01-02,6742,245994,15740316,63.1,65.1,63.0,63.5,0.5,203,63.13860354520383,62.720171080272166,
2024-01-03,6742,247538,15431971,63.5,63.5,61.9,62.4,-1.1,208,62.892402363469216,62.661958156586316,
2024-01-04,6742,285630,17481892,61.9,62.3,60.1,60.3,-2.1,226,62.02826824231281,62.23251121902517,61.50454545454545
2024-01-05,6742,102075,6185274,60.3,61.2,60.3,60.4,0.1,107,61.48551216154188,61.899327361020596,61.40849802371541
