date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,5ema,10ema,22ema,66ema,264ema
2019-12-25,6527,2133000,176437400,81.5,87.1,81.1,86.2,27.4,1558,,,,,
2019-12-26,6527,1602000,137400100,86.5,88.6,83.0,83.0,-3.2,1260,,,,,
2019-12-27,6527,920000,74860300,83.3,83.6,80.2,80.5,-2.5,688,,,,,
2019-12-30,6527,723000,57009800,80.6,81.4,77.4,77.4,-3.1,597,,,,,
2019-12-31,6527,361000,28281400,77.4,79.0,76.9,78.5,1.1,302,81.12,,,,
2020-01-02,6527,345000,26880100,78.7,78.7,77.5,77.8,-0.7,285,80.01333333333334,,,,
2020-01-03,6527,375000,28646000,77.8,78.1,75.3,75.3,-2.5,297,78.44222222222223,,,,
2020-01-06,6527,308000,22516400,74.7,74.7,72.3,72.4,-2.9,262,76.42814814814815,,,,
2020-01-07,6527,234000,16945800,72.0,73.9,71.8,71.8,-0.6,188,74.88543209876543,,,,
2020-01-08,6527,91000,6548800,71.0,72.5,71.0,72.1,0.3,76,73.95695473251028,77.5,,,
2020-01-09,6527,195000,13866200,71.7,71.7,70.6,70.8,-1.3,145,72.90463648834019,76.28181818181818,,,
2020-01-10,6527,144000,10531100,71.8,75.0,71.5,72.6,1.8,136,72.80309099222679,75.61239669421488,,,
2020-01-13,6527,64000,4655400,72.8,73.2,72.3,72.8,0.2,48,72.80206066148452,75.10105184072127,,,
2020-01-14,6527,126000,9207800,73.2,73.8,72.5,73.0,0.2,95,72.86804044098967,74.71904241513559,,,
2020-01-15,6527,130000,9485000,72.6,73.4,72.6,72.7,-0.3,121,72.81202696065978,74.35194379420184,,,
2020-01-16,6527,310000,23258500,73.6,76.4,73.5,75.2,2.5,290,73.60801797377319,74.50613583161969,,,
2020-01-17,6527,230000,17252100,74.5,76.6,73.7,74.9,-0.3,200,74.03867864918213,74.57774749859793,,,
2020-01-20,6527,103000,7644100,73.8,74.8,73.8,74.2,-0.7,80,74.0924524327881,74.50906613521649,,,
2020-01-30,6527,226000,15865100,72.2,72.3,68.0,68.0,-6.2,200,72.06163495519206,73.32559956517713,,,
2020-01-31,6527,106000,7251500,67.7,69.7,67.5,68.9,0.9,69,71.00775663679471,72.52094509878128,,,
2020-02-03,6527,84000,5530900,67.9,67.9,65.0,65.6,-3.3,69,69.20517109119648,71.26259144445741,,,
2020-02-04,6527,54000,3590300,65.6,67.5,65.6,66.8,1.2,51,68.40344739413098,70.4512111818288,74.11363636363636,,
2020-02-05,6527,56000,3777300,67.8,67.9,67.0,67.1,0.3,49,67.96896492942065,69.84190005785992,73.50375494071146,,
2020-02-06,6527,81000,5571300,67.1,70.2,67.1,68.5,1.4,75,68.14597661961376,69.59791822915811,73.0686458154322,,
2020-02-07,6527,40000,2731400,68.5,69.0,68.0,68.0,-0.5,40,68.09731774640917,69.30738764203845,72.62789400539462,,
2020-02-10,6527,49000,3346500,67.8,69.1,67.5,68.6,0.6,41,68.26487849760612,69.17877170712237,72.27764235275161,,
2020-02-11,6527,35000,2425400,69.0,69.7,69.0,69.3,0.7,30,68.60991899840408,69.2008132149183,72.01871693077321,,
2020-02-12,6527,68000,4691900,69.7,69.7,68.5,69.0,-0.3,60,68.73994599893605,69.1643017212968,71.75621980635815,,
2020-02-13,6527,24000,1646400,68.7,68.8,68.4,68.4,-0.6,23,68.62663066595736,69.0253377719701,71.46437460580526,,
2020-02-14,6527,29000,1997800,68.9,69.4,68.6,68.9,0.5,27,68.7177537773049,69.00254908615736,71.24138550964828,,
2020-02-17,6527,70000,4786500,68.8,69.2,68.0,68.0,-0.9,60,68.47850251820327,68.82026743412875,70.95952590011365,,
2020-02-18,6527,20000,1360100,68.4,68.5,67.7,67.7,-0.3,20,68.21900167880219,68.61658244610534,70.67608886532116,,
2020-02-19,6527,57000,3860700,67.7,68.4,67.6,67.7,0.0,53,68.04600111920146,68.449931092268,70.41729852920628,,
2020-02-20,6527,52000,3536600,68.1,68.5,67.7,67.8,0.1,44,67.9640007461343,68.33176180276473,70.18970735275356,,
2020-02-21,6527,57000,3873200,68.0,68.5,67.6,67.8,0.0,47,67.9093338307562,68.23507783862568,69.98190671338368,,
2020-02-24,6527,37000,2478100,66.4,67.9,66.4,66.8,-1.0,29,67.53955588717079,67.9741545952392,69.70521917308945,,
2020-02-25,6527,42000,2773200,65.6,66.6,65.6,66.0,-0.8,35,67.02637059144719,67.6152173961048,69.38302620151646,,
